User ID,Time (UTC),Publisher Category,Gender,Age,Geography,Urban Density,Income,Parental Status,Weight,Question #1 Answer,Question #2 Answer 1: Using sacred plants or other drugs,Question #2 Answer 2: Fasting,Question #2 Answer 3: Being outdoors in nature,"Question #2 Answer 4: Prayer, meditation, or contemplation","Question #2 Answer 5: Religious ceremony, practice, or ritual",Question #2 Answer: None of the above,Response Time #1,Response Time #2
771700999,2015-02-20 19:19:57,Mobile App,Male,25-34,US-NORTHEAST-PA,Suburban,"$25,000-$49,999",Unknown,0.6666825,Yes,Using sacred plants or other drugs,,,,,,8311ms,8744ms
882640604,2015-02-20 19:30:01,Reference,Female,Unknown,US-SOUTH-TX-Dallas,Urban,"$25,000-$49,999",Non-parent,,Yes,,,,,"Religious ceremony, practice, or ritual",,12240ms,12563ms
1665310807,2015-02-20 19:30:12,News,Male,55-64,US-NORTHEAST-CT,Suburban,"$25,000-$49,999",Unknown,0.8468306,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,16203ms,22692ms
94881619,2015-02-20 19:29:55,News,Male,55-64,US-MIDWEST-MN,Suburban,"$25,000-$49,999",Unknown,0.437998,Yes,,,,"Prayer, meditation, or contemplation",,,23025ms,5477ms
527046462,2015-02-20 19:30:07,News,Male,18-24,US-WEST-NM-Albuquerque,Urban,"$25,000-$49,999",Unknown,0.8987531,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,15292ms,16202ms
690711351,2015-02-20 19:30:05,Reference,Female,45-54,US-SOUTH-VA,Suburban,"$25,000-$49,999",Unknown,1.7068988,Yes,,,,,,None of the above,12822ms,11929ms
890381243,2015-02-20 19:40:03,News,Unknown,Unknown,US-WEST-NM,Rural,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,13286ms,13434ms
1986642593,2015-02-20 19:40:00,News,Unknown,Unknown,US-WEST-CO-Denver,Urban,"$25,000-$49,999",Unknown,,Yes,Using sacred plants or other drugs,,,,,,7057ms,8883ms
210010908,2015-02-20 19:40:16,News,Unknown,Unknown,US-SOUTH-GA,Suburban,"$50,000-$74,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,15623ms,24589ms
2017016284,2015-02-20 19:39:56,News,Male,65+,US-SOUTH-KY,Suburban,"$25,000-$49,999",Unknown,0.715203,Yes,Using sacred plants or other drugs,,,,,,1978ms,3843ms
950898497,2015-02-20 19:49:56,Reference,Male,Unknown,US-MIDWEST-WI,Rural,"$25,000-$49,999",Non-parent,,Yes,,,,,,None of the above,6094ms,11510ms
1890498170,2015-02-20 19:50:02,News,Male,65+,US-MIDWEST-IN,Suburban,"$50,000-$74,999",Unknown,0.53795,Yes,,,,,"Religious ceremony, practice, or ritual",,17042ms,15807ms
68443081,2015-02-20 19:50:01,Arts & Entertainment,Female,55-64,US-MIDWEST-IL,Rural,"$25,000-$49,999",Unknown,0.7424905,Yes,,,,"Prayer, meditation, or contemplation",,,10671ms,13963ms
1543441829,2015-02-20 20:00:33,News,Male,65+,US-MIDWEST-NE,Suburban,"$50,000-$74,999",Unknown,0.53795,Yes,,,,"Prayer, meditation, or contemplation",,,2151ms,3138ms
1946343569,2015-02-20 20:00:40,Other,Female,35-44,US-SOUTH-TX,Rural,"$25,000-$49,999",Unknown,1.6998464,Yes,,,,"Prayer, meditation, or contemplation",,,11371ms,10738ms
111753874,2015-02-20 20:00:51,News,Male,25-34,US-NORTHEAST-PA,Urban,"$50,000-$74,999",Unknown,0.6666825,Yes,Using sacred plants or other drugs,,Being outdoors in nature,,,,6798ms,20726ms
367990881,2015-02-20 20:01:03,News,Male,45-54,US-WEST-CA,Suburban,"$0-$24,999",Unknown,0.6952529,Yes,,,,"Prayer, meditation, or contemplation",,,25244ms,31716ms
1948365956,2015-02-20 20:00:43,News,Unknown,Unknown,US-SOUTH-TX,Suburban,"$50,000-$74,999",Unknown,,Yes,,,,,,None of the above,7021ms,10666ms
974304908,2015-02-20 20:11:13,News,Female,35-44,US-MIDWEST-IL,Suburban,"$25,000-$49,999",Unknown,0.9265436,Yes,,,,,,None of the above,15585ms,11335ms
211445006,2015-02-20 20:11:14,News,Female,65+,US-WEST-WY,Rural,"$25,000-$49,999",Unknown,0.92789,Yes,,,,,,None of the above,2611ms,12091ms
585616632,2015-02-20 20:11:11,News,Male,45-54,US-WEST-CA,Suburban,"$50,000-$74,999",Unknown,0.6952529,Yes,,,,,,None of the above,15370ms,7009ms
296122606,2015-02-20 20:20:01,Mobile App,Male,18-24,US-SOUTH-TX-Fort-Worth,Urban,"$25,000-$49,999",Unknown,0.9844934,Yes,,,,"Prayer, meditation, or contemplation",,,6537ms,13664ms
1062595225,2015-02-20 20:19:53,Mobile App,Male,18-24,US-WEST-CA-Los-Angeles,Urban,"$0-$24,999",Unknown,0.8987531,Yes,Using sacred plants or other drugs,,,,,,6082ms,5353ms
92090448,2015-02-20 20:20:03,News,Male,45-54,US-MIDWEST-IN,Rural,"$25,000-$49,999",Unknown,0.5299888,Yes,,,,"Prayer, meditation, or contemplation",,,10451ms,14632ms
127440824,2015-02-20 20:20:00,Mobile App,Male,18-24,US-WEST-CA,Suburban,"$0-$24,999",Unknown,0.8987531,Yes,Using sacred plants or other drugs,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,7929ms,11026ms
2137778873,2015-02-20 20:19:56,Mobile App,Male,18-24,US-NORTHEAST-NY-New-York,Urban,I prefer not to say,Unknown,0.6944982,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,4738ms,7242ms
1455211001,2015-02-20 20:20:01,News,Male,65+,US-SOUTH-WV,Suburban,"$25,000-$49,999",Unknown,0.715203,Yes,,Fasting,,"Prayer, meditation, or contemplation",,,7338ms,11298ms
1436315797,2015-02-20 20:19:54,Mobile App,Male,25-34,US-NORTHEAST-CT,Suburban,"$25,000-$49,999",Unknown,0.6666825,Yes,,,,,,None of the above,43040ms,4611ms
993605902,2015-02-20 20:20:08,Mobile App,Male,35-44,US-MIDWEST-MN,Suburban,"$150,000+",Unknown,0.6977263,Yes,,,Being outdoors in nature,,"Religious ceremony, practice, or ritual",,12919ms,17973ms
304582433,2015-02-20 20:22:11,News,Male,25-34,US-MIDWEST-IL-Chicago,Suburban,"$50,000-$74,999",Unknown,0.8893823,Yes,,,,,,None of the above,5631ms,139900ms
485123109,2015-02-20 20:30:30,News,Male,35-44,US-MIDWEST-IN,Urban,"$50,000-$74,999",Unknown,0.6977263,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,7879ms,10356ms
1365167155,2015-02-20 20:30:28,News,Female,45-54,US-SOUTH-AR,Suburban,"$25,000-$49,999",Unknown,1.7068988,Yes,,,Being outdoors in nature,,,,7819ms,7258ms
1386704539,2015-02-20 20:30:30,News,Male,65+,US-MIDWEST-IN,Suburban,"$25,000-$49,999",Unknown,0.53795,Yes,,,Being outdoors in nature,,,,8067ms,8882ms
344466325,2015-02-20 20:40:01,News,Male,Unknown,US-MIDWEST-IL,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,6226ms,6976ms
721345355,2015-02-20 20:40:11,News,Male,25-34,US-WEST-CA-Los-Angeles,Urban,"$0-$24,999",Unknown,0.9859349,Yes,,,,"Prayer, meditation, or contemplation",,,76174ms,14343ms
1634738132,2015-02-20 20:49:59,News,Male,25-34,US-MIDWEST-OH,Urban,"$25,000-$49,999",Unknown,0.8893823,Yes,Using sacred plants or other drugs,,,,,,10082ms,10147ms
518464391,2015-02-20 20:49:53,News,Unknown,Unknown,US-WEST-AZ,Urban,"$75,000-$99,999",Unknown,,Yes,,,,,,None of the above,34895ms,3232ms
977556101,2015-02-20 21:00:15,News,Unknown,Unknown,US-MIDWEST-WI,Suburban,"$25,000-$49,999",Unknown,,Yes,,Fasting,Being outdoors in nature,"Prayer, meditation, or contemplation",,,12386ms,18077ms
298375525,2015-02-20 21:00:07,Other,Female,55-64,US-SOUTH-TN,Suburban,"$25,000-$49,999",Unknown,1.4661851,Yes,,,,"Prayer, meditation, or contemplation",,,17578ms,8922ms
430445423,2015-02-20 21:00:16,Other,Female,18-24,US-WEST-CO-Denver,Urban,"$25,000-$49,999",Unknown,1.6142273,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,7505ms,17304ms
774911899,2015-02-20 21:00:10,News,Male,55-64,US-MIDWEST-IA,Urban,"$25,000-$49,999",Unknown,0.437998,Yes,,,Being outdoors in nature,,,,21772ms,11420ms
1622727503,2015-02-20 21:00:12,Other,Female,Unknown,US-SOUTH-NC,Rural,"$25,000-$49,999",Non-parent,,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,66117ms,12767ms
1770488081,2015-02-20 21:00:05,News,Male,55-64,US-MIDWEST-MO,Urban,"$25,000-$49,999",Unknown,0.437998,Yes,,,,,"Religious ceremony, practice, or ritual",,2587ms,4980ms
1510549917,2015-02-20 21:10:41,Arts & Entertainment,Female,55-64,US-SOUTH-AL,Urban,"$25,000-$49,999",Unknown,1.4661851,Yes,,,,"Prayer, meditation, or contemplation",,,20412ms,11640ms
592448572,2015-02-20 21:11:01,News,Unknown,Unknown,US-MIDWEST-MI,Suburban,"$50,000-$74,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,15143ms,31614ms
18733609,2015-02-20 21:10:47,News,Male,Unknown,US-SOUTH-TX-Houston,Urban,"$25,000-$49,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,13001ms,16647ms
98407487,2015-02-20 21:10:45,News,Unknown,Unknown,US-SOUTH-TX,Unknown,"$50,000-$74,999",Unknown,,Yes,,,Being outdoors in nature,,,,24527ms,14014ms
1494838981,2015-02-20 21:19:58,News,Male,Unknown,US-NORTHEAST-NY,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,12157ms,9932ms
334639980,2015-02-20 21:20:03,News,Female,65+,US-MIDWEST-MN,Rural,"$25,000-$49,999",Non-parent,0.8473239,Yes,,,,,,None of the above,21506ms,13736ms
1784593175,2015-02-20 21:30:09,Mobile App,Male,Unknown,US-MIDWEST-MO-Saint-Louis,Suburban,"$0-$24,999",Non-parent,,Yes,,,,,"Religious ceremony, practice, or ritual",,2059ms,3262ms
1677040558,2015-02-20 21:30:21,News,Male,18-24,US-MIDWEST-IN,Rural,"$50,000-$74,999",Unknown,0.7985643,Yes,,,,,,None of the above,18071ms,14503ms
408399644,2015-02-20 21:30:15,Reference,Male,55-64,US-NORTHEAST-CT,Suburban,"$50,000-$74,999",Unknown,0.8468306,Yes,,,,"Prayer, meditation, or contemplation",,,12261ms,8468ms
1510178437,2015-02-20 21:30:15,News,Female,18-24,US-MIDWEST-IA,Suburban,"$25,000-$49,999",Unknown,0.9011277,Yes,,,,"Prayer, meditation, or contemplation",,,20741ms,8074ms
1688258696,2015-02-20 21:30:20,Arts & Entertainment,Unknown,Unknown,US-MIDWEST-MI,Urban,"$50,000-$74,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,3613ms,11927ms
881340880,2015-02-20 21:39:50,News,Female,35-44,US-MIDWEST-IL,Suburban,"$25,000-$49,999",Unknown,0.9265436,Yes,,,,"Prayer, meditation, or contemplation",,,4025ms,5601ms
1244181257,2015-02-20 21:39:53,News,Unknown,Unknown,US-SOUTH-TX,Suburban,"$50,000-$74,999",Unknown,,Yes,,,,,"Religious ceremony, practice, or ritual",,107058ms,8199ms
1214072875,2015-02-20 21:39:56,News,Male,Unknown,US-SOUTH-AL,Suburban,"$0-$24,999",Unknown,,Yes,,,,,,None of the above,11677ms,8741ms
86898557,2015-02-20 21:50:20,Other,Female,25-34,US-WEST-CO-Colorado-Springs,Urban,"$25,000-$49,999",Unknown,1.6425456,Yes,,,,,"Religious ceremony, practice, or ritual",,5651ms,10885ms
407364922,2015-02-20 21:50:15,News,Male,65+,US-MIDWEST-MO,Suburban,"$100,000-$149,999",Unknown,0.53795,Yes,,,Being outdoors in nature,,,,7823ms,5542ms
1622759519,2015-02-20 22:00:14,Other,Female,18-24,US-MIDWEST-WI,Urban,"$25,000-$49,999",Unknown,0.9011277,Yes,,,Being outdoors in nature,,,,5116ms,2850ms
1547578878,2015-02-20 22:00:18,News,Male,55-64,US-SOUTH-TN,Suburban,"$50,000-$74,999",Unknown,0.9385849,Yes,,,,,,None of the above,12569ms,5917ms
1754537092,2015-02-20 22:00:24,Reference,Unknown,Unknown,US-NORTHEAST-PA,Suburban,"$25,000-$49,999",Unknown,,Yes,,,Being outdoors in nature,,,,3950ms,10904ms
284525182,2015-02-20 22:00:34,Reference,Female,Unknown,US-SOUTH-FL,Suburban,"$0-$24,999",Unknown,,Yes,,,,,,None of the above,47529ms,21511ms
1786522949,2015-02-20 22:09:53,Reference,Female,Unknown,US-WEST-AK,Suburban,"$50,000-$74,999",Non-parent,,Yes,,,,"Prayer, meditation, or contemplation",,,8968ms,8840ms
1003882290,2015-02-20 22:09:59,Arts & Entertainment,Male,35-44,US-SOUTH-DE,Rural,"$25,000-$49,999",Unknown,1.3848438,Yes,,,,"Prayer, meditation, or contemplation",,,11045ms,12551ms
33320045,2015-02-20 22:09:58,News,Male,25-34,US-MIDWEST-MN,Suburban,"$25,000-$49,999",Unknown,0.8893823,Yes,,,,"Prayer, meditation, or contemplation",,,7324ms,11566ms
341640615,2015-02-20 22:10:41,News,Male,25-34,US-MIDWEST-MI,Suburban,"$50,000-$74,999",Unknown,0.8893823,Yes,,Fasting,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,13014ms,13131ms
634891339,2015-02-20 22:20:03,News,Female,55-64,US-SOUTH-MS,Suburban,"$25,000-$49,999",Unknown,1.4661851,Yes,,,,,"Religious ceremony, practice, or ritual",,6243ms,15233ms
1039185943,2015-02-20 22:20:14,Other,Female,65+,US-WEST-CA,Urban,"$25,000-$49,999",Unknown,0.92789,Yes,,,,,,None of the above,38201ms,25007ms
114943645,2015-02-20 22:19:56,News,Male,35-44,US-MIDWEST-IL-Chicago,Urban,"$0-$24,999",Unknown,0.6977263,Yes,,,,,,None of the above,50307ms,7013ms
1531352111,2015-02-20 22:20:01,Arts & Entertainment,Unknown,Unknown,US-SOUTH-AL-Huntsville,Urban,"$25,000-$49,999",Unknown,,Yes,,,,,"Religious ceremony, practice, or ritual",,12475ms,11139ms
1563923884,2015-02-20 22:19:55,News,Male,25-34,US-NORTHEAST-MA,Urban,"$50,000-$74,999",Unknown,0.6666825,Yes,,,,,,None of the above,3069ms,4873ms
178168028,2015-02-20 22:19:59,Reference,Female,35-44,US-SOUTH-TX,Urban,"$25,000-$49,999",Unknown,1.6998464,Yes,,,Being outdoors in nature,,"Religious ceremony, practice, or ritual",,5446ms,9228ms
84893610,2015-02-20 22:19:58,Arts & Entertainment,Male,65+,US-WEST-AZ,Suburban,"$25,000-$49,999",Unknown,0.6759973,Yes,,,,,,None of the above,7707ms,8260ms
296102150,2015-02-20 22:20:00,News,Male,45-54,US-MIDWEST-OH,Urban,"$25,000-$49,999",Unknown,0.5299888,Yes,,,,,,None of the above,35164ms,9848ms
1598556616,2015-02-20 22:20:00,News,Unknown,Unknown,US-NORTHEAST-CT,Urban,"$50,000-$74,999",Unknown,,Yes,,,,,,None of the above,12237ms,8069ms
697051059,2015-02-20 22:30:31,News,Female,35-44,US-WEST-CO,Suburban,"$25,000-$49,999",Unknown,2.0138004,Yes,,,,,,None of the above,4360ms,7899ms
977566664,2015-02-20 22:30:41,Arts & Entertainment,Female,55-64,US-WEST-CA,Suburban,"$0-$24,999",Parent,1.0533852,Yes,,,,"Prayer, meditation, or contemplation",,,5541ms,17142ms
1762097844,2015-02-20 22:30:37,News,Female,35-44,US-MIDWEST-IA,Rural,"$25,000-$49,999",Unknown,0.9265436,Yes,,,,"Prayer, meditation, or contemplation",,,10965ms,12416ms
423880400,2015-02-20 22:30:27,Reference,Unknown,Unknown,US-SOUTH-TX,Suburban,"$25,000-$49,999",Non-parent,,Yes,Using sacred plants or other drugs,,,,,,13732ms,1928ms
224821684,2015-02-20 22:30:36,Arts & Entertainment,Female,18-24,US-MIDWEST-IN-Indianapolis,Suburban,"$25,000-$49,999",Non-parent,0.9011277,Yes,,,,,,None of the above,10184ms,9961ms
1643127314,2015-02-20 22:30:41,News,Female,55-64,US-MIDWEST-NE,Suburban,"$25,000-$49,999",Unknown,0.7424905,Yes,,,,"Prayer, meditation, or contemplation",,,15968ms,14630ms
1501316341,2015-02-20 22:39:55,News,Male,55-64,US-WEST-CA,Suburban,"$50,000-$74,999",Unknown,0.6029365,Yes,,,,"Prayer, meditation, or contemplation",,,150165ms,8749ms
249003798,2015-02-20 22:40:03,News,Male,45-54,US-MIDWEST-IL,Suburban,"$50,000-$74,999",Unknown,0.5299888,Yes,,,,"Prayer, meditation, or contemplation",,,6936ms,14535ms
1543394827,2015-02-20 22:50:19,Other,Male,45-54,US-SOUTH-FL,Urban,"$0-$24,999",Unknown,0.9385003,Yes,Using sacred plants or other drugs,,,,,,8460ms,15429ms
1157351036,2015-02-20 22:50:10,News,Female,25-34,US-MIDWEST-IA,Suburban,"$25,000-$49,999",Unknown,0.9724165,Yes,,,,,,None of the above,8925ms,4912ms
421155628,2015-02-20 22:50:06,News,Male,25-34,US-MIDWEST-SD-Sioux-Falls,Suburban,"$25,000-$49,999",Unknown,0.8893823,Yes,,,Being outdoors in nature,,,,12365ms,1385ms
1488918971,2015-02-20 22:50:22,Reference,Female,35-44,US-MIDWEST-IL,Urban,"$25,000-$49,999",Unknown,0.9265436,Yes,,,,,,None of the above,9525ms,15647ms
224549872,2015-02-20 23:00:08,News,Male,25-34,US-WEST-WA,Unknown,"$50,000-$74,999",Unknown,0.9859349,Yes,,Fasting,,,,,96213ms,10071ms
1991119194,2015-02-20 23:00:17,News,Female,65+,US-WEST-WA,Urban,"$25,000-$49,999",Unknown,0.92789,Yes,,,,"Prayer, meditation, or contemplation",,,29975ms,17753ms
1064163755,2015-02-20 23:00:07,News,Male,25-34,US-MIDWEST-MI,Rural,"$75,000-$99,999",Unknown,0.8893823,Yes,,,Being outdoors in nature,,,,8879ms,6319ms
1471607704,2015-02-20 23:00:12,Reference,Unknown,Unknown,US-MIDWEST-MO,Rural,"$25,000-$49,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,8839ms,10856ms
413135299,2015-02-20 23:11:21,Other,Unknown,Unknown,US-WEST-CA,Suburban,"$100,000-$149,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,16748ms,82611ms
1916952768,2015-02-20 23:20:08,News,Female,45-54,US-WEST-CO,Suburban,"$25,000-$49,999",Unknown,1.340625,Yes,,,,,,None of the above,5993ms,13827ms
1511382783,2015-02-20 23:20:17,Arts & Entertainment,Female,65+,US-MIDWEST-IN,Urban,"$25,000-$49,999",Unknown,0.8473239,Yes,,,,"Prayer, meditation, or contemplation",,,10777ms,22737ms
1144202553,2015-02-20 23:19:57,News,Female,Unknown,US-SOUTH-KY,Rural,"$25,000-$49,999",Non-parent,,Yes,,,,,,None of the above,10376ms,2774ms
748750530,2015-02-20 23:20:13,News,Unknown,Unknown,US-MIDWEST-MN,Suburban,"$50,000-$74,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,15741ms,15713ms
40688524,2015-02-20 23:20:15,Arts & Entertainment,Unknown,Unknown,US-WEST-CO-Colorado-Springs,Urban,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,5893ms,17312ms
1698319686,2015-02-20 23:30:16,News,Female,55-64,US-WEST-WY,Suburban,"$25,000-$49,999",Unknown,1.0533852,Yes,,,,,,None of the above,45401ms,17520ms
1952400692,2015-02-20 23:30:14,Reference,Unknown,Unknown,US-SOUTH-KY,Rural,"$0-$24,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,17265ms,15588ms
2026642194,2015-02-20 23:40:00,News,Unknown,Unknown,US-WEST-CA,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,540123ms,11471ms
1432202714,2015-02-20 23:40:02,News,Male,55-64,US-WEST-AK,Urban,"$25,000-$49,999",Unknown,0.6029365,Yes,Using sacred plants or other drugs,,,,,,8109ms,13208ms
2084187768,2015-02-20 23:39:57,News,Unknown,Unknown,US-MIDWEST-IN,Rural,"$25,000-$49,999",Unknown,,Yes,,,Being outdoors in nature,,,,7828ms,7094ms
1290202706,2015-02-20 23:39:57,News,Male,Unknown,US-WEST-CO,Rural,"$50,000-$74,999",Non-parent,,Yes,,Fasting,,,,,7536ms,7388ms
1268370269,2015-02-20 23:40:01,Reference,Female,Unknown,US-SOUTH-GA,Rural,"$50,000-$74,999",Non-parent,,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,13312ms,10494ms
525094361,2015-02-20 23:50:09,News,Female,55-64,US-WEST-NV,Suburban,"$25,000-$49,999",Unknown,1.0533852,Yes,,,,,,None of the above,13212ms,15089ms
1465387112,2015-02-20 23:50:10,News,Female,65+,US-MIDWEST-MO,Suburban,"$25,000-$49,999",Unknown,0.8473239,Yes,,,Being outdoors in nature,,,,23126ms,14380ms
668337048,2015-02-20 23:50:00,News,Female,18-24,US-MIDWEST-MN,Rural,"$25,000-$49,999",Unknown,0.9011277,Yes,,,,,,None of the above,3285ms,3610ms
65707048,2015-02-20 23:50:23,News,Male,35-44,US-MIDWEST-IL,Urban,"$75,000-$99,999",Unknown,0.6977263,Yes,,Fasting,,"Prayer, meditation, or contemplation",,,9798ms,25824ms
656698910,2015-02-21 00:00:01,Other,Unknown,Unknown,US-SOUTH-FL,Urban,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,10663ms,15826ms
76963716,2015-02-20 23:59:52,News,Male,55-64,US-MIDWEST-MN,Suburban,"$25,000-$49,999",Unknown,0.437998,Yes,,,Being outdoors in nature,,,,5708ms,3101ms
338467763,2015-02-21 00:00:07,News,Male,65+,US-NORTHEAST-PA,Suburban,"$25,000-$49,999",Unknown,0.8551653,Yes,,,,,,None of the above,15823ms,17613ms
886712346,2015-02-21 00:00:06,Arts & Entertainment,Female,65+,US-SOUTH-FL,Suburban,"$25,000-$49,999",Unknown,1.0611323,Yes,,,,,,None of the above,8440ms,13309ms
261164491,2015-02-21 00:09:58,News,Male,55-64,US-SOUTH-FL,Urban,"$25,000-$49,999",Unknown,0.9385849,Yes,,,,,"Religious ceremony, practice, or ritual",,17485ms,6267ms
532281984,2015-02-21 00:10:04,News,Male,55-64,US-NORTHEAST-NY,Rural,"$25,000-$49,999",Unknown,0.8468306,Yes,,,,,,None of the above,11719ms,8801ms
2081322718,2015-02-21 00:20:04,Arts & Entertainment,Female,55-64,US-MIDWEST-MI,Suburban,"$25,000-$49,999",Unknown,0.7424905,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,10719ms,16754ms
837669751,2015-02-21 00:19:54,News,Male,45-54,US-MIDWEST-IA,Suburban,"$50,000-$74,999",Unknown,0.5299888,Yes,,Fasting,,,,,1320ms,1490ms
415005480,2015-02-21 00:20:07,News,Female,35-44,US-MIDWEST-IL,Rural,"$50,000-$74,999",Unknown,0.9265436,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,5788ms,11205ms
483771466,2015-02-21 00:20:51,Reference,Female,55-64,US-MIDWEST-MO,Urban,"$0-$24,999",Unknown,0.7424905,Yes,,,,"Prayer, meditation, or contemplation",,,19985ms,52311ms
2101976403,2015-02-21 00:20:23,News,Female,Unknown,US-WEST-ID,Suburban,"$25,000-$49,999",Non-parent,,Yes,,Fasting,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,33109ms,21545ms
1091577182,2015-02-21 00:30:52,News,Male,55-64,US-NORTHEAST-PA,Rural,"$25,000-$49,999",Unknown,0.8468306,Yes,,,,,,None of the above,9201ms,5643ms
1795395960,2015-02-21 00:31:02,Arts & Entertainment,Unknown,Unknown,US-WEST-UT,Suburban,"$25,000-$49,999",Unknown,,Yes,,Fasting,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,18275ms,12691ms
1589743759,2015-02-21 00:31:14,Mobile App,Female,Unknown,US-MIDWEST-OH,Rural,"$50,000-$74,999",Non-parent,,Yes,,,,"Prayer, meditation, or contemplation",,,8032ms,23693ms
1641343160,2015-02-21 00:31:01,News,Female,35-44,US-SOUTH-NC,Rural,"$25,000-$49,999",Unknown,1.6998464,Yes,,,,,,None of the above,9217ms,9502ms
320399356,2015-02-21 00:30:57,News,Male,35-44,US-NORTHEAST-NY,Suburban,"$25,000-$49,999",Unknown,0.9875611,Yes,,,,"Prayer, meditation, or contemplation",,,7738ms,5013ms
1743762318,2015-02-21 00:31:04,Arts & Entertainment,Female,55-64,US-SOUTH-LA-Baton-Rouge,Urban,"$25,000-$49,999",Unknown,1.4661851,Yes,,,,"Prayer, meditation, or contemplation",,,12648ms,11793ms
1893896366,2015-02-21 00:31:05,Reference,Unknown,Unknown,US-NORTHEAST-NY,Rural,"$50,000-$74,999",Unknown,,Yes,,,Being outdoors in nature,,,,5272ms,12524ms
148013002,2015-02-21 00:31:18,Arts & Entertainment,Unknown,Unknown,US-NORTHEAST-PA,Rural,"$25,000-$49,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,26565ms,19710ms
1225042512,2015-02-21 00:40:08,Reference,Male,45-54,US-MIDWEST-MO,Suburban,"$25,000-$49,999",Unknown,0.5299888,Yes,,,,"Prayer, meditation, or contemplation",,,8275ms,16607ms
1668025545,2015-02-21 00:40:25,Arts & Entertainment,Unknown,Unknown,US-MIDWEST-SD-Sioux-Falls,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,16022ms,33211ms
744549460,2015-02-21 00:40:05,News,Female,55-64,US-MIDWEST-WI,Suburban,"$25,000-$49,999",Unknown,0.7424905,Yes,,,,"Prayer, meditation, or contemplation",,,6667ms,11884ms
1669769814,2015-02-21 00:40:14,News,Male,45-54,US-MIDWEST-NE,Suburban,"$25,000-$49,999",Unknown,0.5299888,Yes,,,,,,None of the above,10465ms,18775ms
127548223,2015-02-21 00:40:03,News,Male,55-64,US-MIDWEST-OH,Rural,"$50,000-$74,999",Unknown,0.437998,Yes,,,,"Prayer, meditation, or contemplation",,,13761ms,8128ms
874833133,2015-02-21 00:40:29,Arts & Entertainment,Unknown,Unknown,US-MIDWEST-MO,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,15689ms,33401ms
411499871,2015-02-21 00:40:07,Mobile App,Male,Unknown,US-SOUTH-FL,Suburban,"$0-$24,999",Non-parent,,Yes,,,,,,None of the above,6443ms,10723ms
1392193775,2015-02-21 00:40:01,Reference,Unknown,Unknown,US-NORTHEAST-NY-Rochester,Urban,"$25,000-$49,999",Unknown,,Yes,,Fasting,,,,,3352ms,4576ms
1602348249,2015-02-21 00:40:05,News,Female,45-54,US-MIDWEST-IN,Suburban,"$25,000-$49,999",Unknown,0.952739,Yes,,,,,,None of the above,8992ms,8266ms
1397738508,2015-02-21 00:40:22,Mobile App,Unknown,Unknown,US-WEST-WA,Urban,"$25,000-$49,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation",,,8873ms,22062ms
221363918,2015-02-21 00:50:03,News,Female,25-34,US-MIDWEST-IL,Suburban,"$50,000-$74,999",Unknown,0.9724165,Yes,,,,,,None of the above,5915ms,12331ms
117053315,2015-02-21 00:49:56,News,Male,45-54,US-NORTHEAST-MA,Urban,"$50,000-$74,999",Unknown,1.0435297,Yes,,,,,"Religious ceremony, practice, or ritual",,2758ms,4706ms
